ID,Tool,Mapping,Library,Runtime,Commit1,Filename,Path,CWE-ID,NumWar,Marking,Warning1,Warning2,Warning3,Warning4,Warning5
401,tidy,diff,tensorflow,0.1638977528,https://github.com/tensorflow/tensorflow/commit/c746ce85d64f9eb9a922f31a4bd590c9dc8d4ad5,pywrap_tensor.cc,tensorflow/python/eager/pywrap_tensor.cc,CWE-401,1,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/python/eager/pywrap_tensor.cc:726:3: warning: if with identical then and else branches [bugprone-branch-clone]\n if (tensorflow::unwrap(self->handle)->PreferCustomSummarizer()) {\n ^,,,,
419,tidy,diff,tensorflow,0.5246450901,https://github.com/tensorflow/tensorflow/commit/01967e30a4fa3003e917973dbfa04016c7f0b69a,benchmark.cc,tensorflow/compiler/aot/benchmark.cc,CWE-476,2,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/compiler/aot/embedded_protocol_buffers.cc:41:27: warning: 2 adjacent parameters of 'AddEmbeddedProtocolBufferToLlvmModule' of similar type are easily swapped by mistake [bugprone-easily-swappable-parameters]\n llvm::Module* module, const ::tensorflow::protobuf::MessageLite& proto,\n ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/compiler/aot/embedded_protocol_buffers.cc:41:70: note: the first parameter in the range is 'proto'\n llvm::Module* module, const ::tensorflow::protobuf::MessageLite& proto,\n ^~~~~",,,
419,tidy,diff,tensorflow,0.5246450901,https://github.com/tensorflow/tensorflow/commit/01967e30a4fa3003e917973dbfa04016c7f0b69a,benchmark.cc,tensorflow/compiler/aot/benchmark.cc,CWE-476,2,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/compiler/aot/embedded_protocol_buffers.cc:42:23: note: the last parameter in the range is 'unique_identifier'\n absl::string_view unique_identifier, string* protobuf_array_symbol_name,\n ^~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/compiler/aot/embedded_protocol_buffers.cc:42:5: note: 'const int &' and 'int' parameters accept and bind the same kind of values\n absl::string_view unique_identifier, string* protobuf_array_symbol_name,\n ^",,,
424,tidy,diff,tensorflow,0.7373962402,https://github.com/tensorflow/tensorflow/commit/73394f4c06c19265e44a65728c6cf25b0fab25f9,utils.cc,tensorflow/core/grappler/utils.cc,CWE-362,1,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/grappler/utils.cc:108:28: warning: 2 adjacent parameters of 'AddPrefixToNodeName' of similar type ('const int &') are easily swapped by mistake [bugprone-easily-swappable-parameters]\nstring AddPrefixToNodeName(const string& name, const string& prefix) {\n ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/grappler/utils.cc:108:42: note: the first parameter in the range is 'name'\nstring AddPrefixToNodeName(const string& name, const string& prefix) {\n ^~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/grappler/utils.cc:108:62: note: the last parameter in the range is 'prefix'\nstring AddPrefixToNodeName(const string& name, const string& prefix) {\n ^~~~~~\nSuppressed 12281 warnings (12281 in non-user code).\nUse -header-filter=.* to display errors from all non-system headers. Use -system-headers to display errors from system headers as well.\nFound compiler error(s).",,
431,tidy,diff,tensorflow,0.4086105824,https://github.com/tensorflow/tensorflow/commit/abd3190d329385776e92baaaaf605d3371010486,master.cc,tensorflow/core/distributed_runtime/master.cc,CWE-416,4,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:313:18: warning: 2 adjacent parameters of 'WhenFound' of similar type are easily swapped by mistake [bugprone-easily-swappable-parameters]\n void WhenFound(int target_index, const Status& s,\n ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:313:22: note: the first parameter in the range is 'target_index'\n void WhenFound(int target_index, const Status& s,\n ^~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:313:50: note: the last parameter in the range is 's'\n void WhenFound(int target_index, const Status& s,\n ^","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:313:36: note: 'int' and 'const int &' parameters accept and bind the same kind of values\n void WhenFound(int target_index, const Status& s,\n ^",
431,tidy,diff,tensorflow,0.4086105824,https://github.com/tensorflow/tensorflow/commit/abd3190d329385776e92baaaaf605d3371010486,master.cc,tensorflow/core/distributed_runtime/master.cc,CWE-416,4,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:317:5: warning: if with identical then and else branches [bugprone-branch-clone]\n if (!s.ok()) {\n ^,,,,
431,tidy,diff,tensorflow,0.4086105824,https://github.com/tensorflow/tensorflow/commit/abd3190d329385776e92baaaaf605d3371010486,master.cc,tensorflow/core/distributed_runtime/master.cc,CWE-416,4,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:333:19: warning: 2 adjacent parameters of 'Intersects' of similar type ('const int &') are easily swapped by mistake [bugprone-easily-swappable-parameters]\n bool Intersects(const DeviceNameUtils::ParsedName& x,\n ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/distributed_runtime/master.cc:333:54: note: the first parameter in the range is 'x'\n bool Intersects(const DeviceNameUtils::ParsedName& x,\n ^",,,
435,tidy,diff,tensorflow,0.05437135696,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op.cc,tensorflow/core/kernels/scatter_nd_op.cc,CWE-362,2,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/scatter_nd_op.cc:242:42: warning: repeated branch in conditional chain [bugprone-branch-clone]\n if (c->input_type(0) == DT_RESOURCE) {\n ^,,,,
435,tidy,diff,tensorflow,0.05437135696,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op.cc,tensorflow/core/kernels/scatter_nd_op.cc,CWE-362,2,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/scatter_nd_op.cc:244:6: note: end of the original\n } else if (IsRefType(c->input_type(0))) {\n ^,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/scatter_nd_op.cc:244:45: note: clone 1 starts here\n } else if (IsRefType(c->input_type(0))) {\n ^,,,
435,tidy,diff,tensorflow,0.8354930878,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op.h,tensorflow/core/kernels/scatter_nd_op.h,CWE-362,2,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:50:33: warning: 4 adjacent parameters of 'CheckSparseToDenseShapes' of similar type ('const int &') are easily swapped by mistake [bugprone-easily-swappable-parameters]\nStatus CheckSparseToDenseShapes(const Tensor& indices,\n ^~~~~~~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:50:47: note: the first parameter in the range is 'indices'\nStatus CheckSparseToDenseShapes(const Tensor& indices,\n ^~~~~~~",,,
435,tidy,diff,tensorflow,0.8354930878,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op.h,tensorflow/core/kernels/scatter_nd_op.h,CWE-362,2,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:53:47: note: the last parameter in the range is 'default_value'\n const Tensor& default_value) {\n ^~~~~~~~~~~~~,,,,
435,tidy,diff,tensorflow,0.8305425644,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op_cpu_impl.h,tensorflow/core/kernels/scatter_nd_op_cpu_impl.h,CWE-362,6,full_match,"/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:50:33: warning: 4 adjacent parameters of 'CheckSparseToDenseShapes' of similar type ('const int &') are easily swapped by mistake [bugprone-easily-swappable-parameters]\nStatus CheckSparseToDenseShapes(const Tensor& indices,\n ^~~~~~~~~~~~~~~~~~~~~~","/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:50:47: note: the first parameter in the range is 'indices'\nStatus CheckSparseToDenseShapes(const Tensor& indices,\n ^~~~~~~",,,
435,tidy,diff,tensorflow,0.8305425644,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op_cpu_impl.h,tensorflow/core/kernels/scatter_nd_op_cpu_impl.h,CWE-362,6,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:53:47: note: the last parameter in the range is 'default_value'\n const Tensor& default_value) {\n ^~~~~~~~~~~~~,,,,
435,tidy,diff,tensorflow,0.8305425644,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9,scatter_nd_op_cpu_impl.h,tensorflow/core/kernels/scatter_nd_op_cpu_impl.h,CWE-362,6,full_match,/media/nimashiri/DATA/vsprojects/ICSE23/ml_repos_cloned/tensorflow/tensorflow/core/kernels/sparse_to_dense_op.cc:130:7: warning: if with identical then and else branches [bugprone-branch-clone]\n if (indices.dtype() == DT_INT64) {\n ^,,,,
